stop_id,stop_name,stop_lat,stop_lon,location_type
33457,Hradec nad Svitavou,49.70044666666667,16.484731111111113,0
33461,Havířov střed,49.78838388888889,18.43942861111111,0
33462,Slatinice,49.567258888888894,17.108836111111113,0
33464,Šenov,49.77662194444444,18.370841388888888,0
33465,Jankovice,49.356091944444444,17.622968888888888,0
33467,Moravská Chrastová,49.623330277777775,16.52446861111111,0
33472,Drahotuše,49.55240083333333,17.68232777777778,0
33474,Havířov-Suchá,49.79072083333333,18.460119166666665,0
33475,Bzenec-Olšovec,48.97049888888889,17.29426138888889,0
33477,Svitavy-Lány,49.73528638888889,16.483300555555555,0
33482,Grygov,49.533995,17.305285833333333,0
33484,Horní Suchá,49.792860555555556,18.487924444444445,0
33485,Břežany,48.87290333333333,16.36751611111111,0
33492,Halenkov,49.32235305555556,18.153943055555555,0
33494,Hladké Životice,49.67766722222222,17.984472222222223,0
33495,Pravice,48.848529722222224,16.370279166666666,0
33502,Huslenky,49.30309666666666,18.092201944444444,0
33504,Hlučín,49.90100805555556,18.19382,0
33505,Bučovice,49.14536666666667,16.999929722222223,0
33512,Huslenky zastávka,49.309392777777774,18.11960611111111,0
33514,Hnojník,49.67868305555555,18.5389775,0
33515,Marefy,49.1491875,16.97296722222222,0
33522,Nový Hrozenkov,49.34075,18.20411777777778,0
33524,Střítež u Českého Těšína,49.678871666666666,18.569286388888887,0
33525,Nevojice,49.13692611111111,17.048088611111112,0
33532,Nový Hrozenkov zastávka,49.334561666666666,18.177538055555555,0
33534,Horní Tošanovice,49.68116583333333,18.503625833333334,0
33535,Bylnice,49.06762277777778,18.014167222222223,0
33542,Hanušovice,50.071915555555556,16.929369166666667,0
33545,Svatý Štěpán,49.04606777777778,18.035252222222223,0
33552,Chrastice,50.14331,16.949545555555556,0
33554,Jakartovice,49.9173075,17.691489444444446,0
33555,Bystřice nad Pernštejnem,49.51323638888889,16.24829638888889,0
33562,Potůčník,50.08012472222222,16.963583055555556,0
33564,Svobodné Heřmanice,49.94325277777777,17.654144444444444,0
33565,Rovné-Divišov,49.54761138888889,16.17292638888889,0
33572,Vysoké Žibřidovice,50.11639027777778,16.937586111111113,0
33574,Hradec nad Moravicí,49.87751194444444,17.87596111111111,0
33575,Rozsochy,49.53740472222222,16.19506638888889,0
33582,Hanušovice zastávka,50.089215833333334,16.92011527777778,0
33584,Branka u Opavy,49.88919444444444,17.87799916666667,0
33585,Bystřice pod Hostýnem,49.39305611111111,17.665580277777778,0
33592,Hlubočky,49.64720277777778,17.408089722222222,0
33594,Chuchelná,49.988729722222224,18.113120277777778,0
33595,Hlinsko pod Hostýnem,49.37090527777778,17.631886666666666,0
33602,Hlubočky-Mariánské Údolí,49.61331305555556,17.394849166666667,0
33604,Bolatice,49.96336666666667,18.073380277777776,0
33605,Loukov,49.410422499999996,17.71538333333333,0
33612,Hlubočky zastávka,49.62581361111111,17.403079166666664,0
33614,Štěpánkovice,49.950615000000006,18.034604444444447,0
33615,Bzenec,48.96904722222222,17.263038333333334,0
33622,Hostašovice,49.52093861111111,18.01675722222222,0
33624,Návsí (Nawsie),49.58982,18.75456611111111,0
33625,Vracov,48.97661305555556,17.219348888888888,0
33634,Bocanovice (Boconowice),49.563717777777775,18.74025027777778,0
33635,Čejč,48.942116666666664,16.95884472222222,0
33642,Horka nad Moravou,49.637862222222225,17.20132111111111,0
33644,Jindřichov ve Slezsku,50.248559444444446,17.538634722222223,0
33652,Horní Lideč,49.188939722222216,18.058264166666667,0
33654,Jistebník,49.74898555555556,18.150855555555555,0
33655,Dobronín,49.47822333333333,15.64165861111111,0
33662,Mořkov hlavní trať,49.52879333333333,18.068223055555556,0
33672,Lidečko,49.22979388888889,18.04391777777778,0
33674,Karviná hl.n.,49.855537777777776,18.526765277777777,0
33675,Střítež u Jihlavy,49.45894694444445,15.625774444444446,0
33682,Lidečko ves,49.209744722222226,18.05290666666667,0
33685,Kamenná,49.507353888888886,15.655199166666668,0
33692,Střelná,49.17623111111111,18.100057500000002,0
33702,Horní Lipová,50.22460027777778,17.08343111111111,0
33704,Kopřivnice,49.595393333333334,18.14745472222222,0
33714,Kopřivnice zastávka,49.60358055555556,18.14940777777778,0
33715,Dzbel,49.610194166666666,16.848207777777777,0
33722,Hranice na Moravě,49.56543,17.741332222222223,0
33725,Jesenec,49.60635833333333,16.86108638888889,0
33732,Hranice na Moravě město,49.545782777777774,17.741823611111112,0
33735,Konice,49.59148305555556,16.8837825,0
33742,Černotín,49.527390277777776,17.77274611111111,0
33745,Zlín-Malenovice,49.20980083333334,17.599487222222223,0
33752,Hrubá Voda,49.66963,17.43841111111111,0
33754,Kravaře ve Slezsku,49.93507888888889,18.010184722222224,0
33755,Zlín střed,49.226526944444444,17.658512777777776,0
33762,Hrubá Voda zastávka,49.66841888888889,17.421625000000002,0
33764,Kravaře-Kouty,49.93096472222222,18.039135833333336,0
33765,Zlín-Louky,49.21651805555556,17.62366666666667,0
33772,Velká Kraš,50.36237166666667,17.12690611111111,0
33774,Malé Hoštice,49.93218944444444,17.94579361111111,0
33775,Zlín-Podvesná,49.22588666666667,17.69113527777778,0
33782,Kobylá nad Vidnavkou,50.33831916666667,17.12523611111111,0
33784,Velké Hoštice,49.938134444444444,17.969661388888888,0
33785,Zlín-Prštné,49.21982777777778,17.640253055555554,0
33794,Dolní Benešov-Zábřeh,49.92435194444444,18.08240888888889,0
33795,Zlín-Příluky,49.220915833333336,17.715554722222222,0
33805,Grešlové Mýto,48.984426666666664,15.874281944444444,0
33812,Hustopeče nad Bečvou,49.523512777777775,17.864160277777778,0
33815,Blížkovice,49.00426972222222,15.854397222222222,0
33822,Milotice nad Bečvou,49.534237499999996,17.83549722222222,0
33825,Hodonice,48.84143,16.164524166666666,0
33832,Špičky,49.536791388888886,17.812889722222224,0
33835,Dyje,48.85006416666667,16.12062472222222,0
33842,Jablůnka,49.37701027777778,17.947306944444446,0
33845,Hodonín,48.85612416666667,17.121284444444445,0
33852,Bystřička,49.41724444444444,17.958769444444442,0
33855,Holešov,49.327025000000006,17.57115611111111,0
33862,Javorník ve Slezsku,50.3947925,17.015630277777777,0
33865,Dobrotice,49.344825,17.608818055555556,0
33872,Bernartice u Javorníka,50.39663361111111,17.081583055555555,0
33882,Horní Heřmanice,50.38777472222222,17.107450555555555,0
33885,Holubice,49.17977638888889,16.82463361111111,0
33892,Jeseník,50.227678611111116,17.19336277777778,0
33895,Hradčovice,49.04435333333333,17.575232222222223,0
33902,Jindřichov na Moravě,50.099049722222226,16.98922166666667,0
33904,Krnov,50.08855333333334,17.683285277777777,0
33912,Nové Losiny,50.11635638888889,17.00546611111111,0
33914,Krnov-Cvilín,50.09395083333334,17.712831666666666,0
33915,Hrušky zastávka,48.78713,16.981807777777775,0
33925,Hrušovany nad Jevišovkou-Šanov,48.81020944444444,16.383221111111112,0
33934,Kunčice pod Ondřejníkem,49.53481138888889,18.295188333333336,0
33942,Loučná nad Desnou-Filipová,50.05486611111111,17.082392777777777,0
33944,Kroměříž-Oskol,49.29186472222222,17.407468055555555,0
33952,Kouty nad Desnou,50.09881027777778,17.10434111111111,0
33955,Hrušovany u Brna,49.03438638888889,16.591261944444444,0
33962,Loučná nad Desnou,50.07130083333334,17.08641361111111,0
33965,Vojkovice nad Svratkou,49.05600666666666,16.59733861111111,0
33972,Loučná nad Desnou-Rejhotice,50.08846583333334,17.09077472222222,0
33974,Lískovec u Frýdku,49.69813055555555,18.328491944444444,0
33975,Žabčice,49.01117333333333,16.59483138888889,0
33982,Libina,49.87866,17.062183611111113,0
33984,Louky nad Olší,49.79514944444444,18.586793055555553,0
33985,Hulín,49.31678027777778,17.476183055555556,0
33992,Hrabišín,49.90799805555555,17.03854,0
33995,Břest,49.34939416666667,17.455279722222222,0
34005,Třebětice,49.317569444444445,17.520208055555553,0
34014,Opava zastávka,49.92917305555555,17.93456972222222,0
34015,Hustopeče u Brna,48.93740916666666,16.736102777777777,0
34024,Slavkov u Opavy,49.916806666666666,17.848316666666665,0
34025,Huštěnovice,49.114805000000004,17.46494388888889,0
34034,Město Albrechtice,50.16811444444444,17.578709444444446,0
34037,Chornice,49.67713527777777,16.745038611111113,0
34042,Lipník nad Bečvou,49.52929388888889,17.573036388888887,0
34044,Krásné Loučky,50.125499166666664,17.63812111111111,0
34047,Mezihoří,49.70332611111112,16.742009722222225,0
34052,Lipová Lázně,50.228366666666666,17.130778055555556,0
34054,Linhartovy,50.13641361111111,17.6140475,0
34057,Nectava,49.657403333333335,16.78049222222222,0
34062,Lipová Lázně jeskyně,50.244665,17.143358888888887,0
34064,Mladecko,49.89465833333333,17.712516666666666,0
34067,Šubířov,49.626712777777776,16.817362222222222,0
34072,Lipová Lázně zastávka,50.22960694444445,17.160551388888887,0
34074,Dolní Životice,49.894955,17.774065,0
34075,Brno-Chrlice,49.13204777777778,16.657216388888887,0
34082,Litovel,49.712855833333336,17.074605277777778,0
34084,Litultovice,49.88749111111111,17.733946944444444,0
34092,Litovel předměstí,49.69425833333333,17.071339722222223,0
34094,Štáblovice,49.90080111111111,17.82315,0
34102,Cholina,49.65817444444444,17.061029166666668,0
34104,Mosty u Jablunkova (Mosty koło Jabłonkowa),49.524301944444446,18.75126277777778,0
34105,Chropyně,49.36955138888889,17.36111138888889,0
34112,Chudobín,49.69457194444444,17.039003611111113,0
34114,Mosty u Jablunkova zastávka (Mosty koło Jabłonkowa,49.50938333333333,18.751525277777777,0
34115,Věžky,49.40837722222222,17.416270833333332,0
34122,Litovel město,49.701995555555555,17.07098,0
34124,Bohumín,49.90064972222222,18.359482222222223,0
34125,Ivančice,49.09824777777778,16.37279638888889,0
34132,Mladeč,49.70395666666667,17.00299111111111,0
34134,Dolní Lutyně,49.91245361111111,18.414488888888886,0
34135,Ivančice město,49.09903944444444,16.382665833333334,0
34142,Mladeč jeskyně,49.70287583333334,17.014440277777776,0
34144,Nový Jičín město,49.598932500000004,18.008604166666668,0
34145,Ivanovice na Hané,49.306307222222216,17.087151666666667,0
34152,Myslechovice,49.67716583333333,17.048685833333334,0
34154,Šenov u Nového Jičína,49.61140805555556,17.993439444444444,0
34155,Hoštice-Heroltice,49.29163805555555,17.059590833333335,0
34162,Lukavice na Moravě,49.82508416666667,16.916645555555554,0
34164,Odry,49.669853055555556,17.833392777777778,0
34165,Jaroměřice nad Rokytnou,49.09411527777778,15.865419722222223,0
34166,Bohušice,49.08627277777778,15.852726944444445,0
34170,Odry-Loučky,49.685176111111105,17.809224444444446,0
34174,Heřmánky,49.71349277777778,17.758298055555557,0
34175,Šebkovice,49.12211583333333,15.8326275,0
34184,Jakubčovice nad Odrou,49.696843888888885,17.788638055555555,0
34185,Jemnice,49.0160975,15.580951388888888,0
34194,Opava východ,49.93425361111111,17.909198055555553,0
34195,Jihlava-Bosch Diesel,49.443731111111106,15.608424166666666,0
34204,Opava-Komárov,49.917829166666664,17.959713333333333,0
34205,Jihlava-Staré Hory,49.410270833333335,15.567858611111111,0
34214,Kylešovice,49.92505111111111,17.908880555555555,0
34215,Jihlava,49.414761666666664,15.599341944444445,0
34224,Otice,49.918993888888885,17.87009666666667,0
34225,Jihlava město,49.4038775,15.583382777777778,0
34232,Mikulovice,50.30248388888889,17.320256944444445,0
34234,Opava západ,49.93863972222222,17.888480277777777,0
34242,Ondřejovice,50.27236,17.343432777777778,0
34252,Milotice nad Opavou,50.014204722222225,17.5574,0
34254,Vávrovice,49.97515138888889,17.858229444444447,0
34262,Kunov,50.03736333333333,17.515899444444443,0
34272,Nové Heřminovy,50.024747222222224,17.526851944444445,0
34275,Kobylí na Moravě,48.934106111111106,16.881315555555556,0
34282,Mohelnice,49.77675833333333,16.942978888888888,0
34285,Brumovice,48.947243888888885,16.905835555555555,0
34292,Moravičany,49.75830111111111,16.968435555555555,0
34294,Osoblaha,50.268120833333334,17.722468888888887,0
34295,Kojetice na Moravě,49.14944694444444,15.82588611111111,0
34302,Moravský Beroun,49.784417777777776,17.4324325,0
34304,Amalín,50.21604833333333,17.66358222222222,0
34306,Kojetín,49.34542944444445,17.304819166666668,0
34312,Náměšť na Hané,49.59795416666667,17.070305833333332,0
34314,Bohušov,50.240209722222225,17.71495583333333,0
34324,Horní Povelice,50.22574222222222,17.65479583333333,0
34325,Červenka zastávka,49.72122027777778,17.07646972222222,0
34326,Měrovice nad Hanou,49.343853888888894,17.247110555555558,0
34334,Koberno,50.22797972222222,17.698968333333333,0
34345,Šlapanice zastávka,49.1633625,16.720016944444442,0
34352,Nový Malín,49.94591583333333,17.03447666666667,0
34354,Slezské Rudoltice,50.21208888888889,17.68339138888889,0
34362,Olomouc hl.n.,49.59261472222222,17.27848611111111,0
34364,Ostrava hl.n.,49.851368055555554,18.266194444444444,0
34372,Olomouc město,49.59406361111111,17.24118111111111,0
34374,Ostrava-Kunčičky,49.80979194444444,18.29681138888889,0
34382,Olomouc-Hejčín,49.60230083333334,17.236652222222222,0
34384,Ostrava-Mariánské Hory,49.83748861111111,18.240492222222223,0
34385,Kostelec na Hané,49.50901638888889,17.065009444444446,0
34392,Olomouc-Řepčín,49.616461111111114,17.224037499999998,0
34393,Ostrava-Stodolní,49.83513305555556,18.28040361111111,0
34394,Ostrava střed,49.8289625,18.282927777777775,0
34395,Lutotín,49.518505833333336,17.031093888888886,0
34402,Olomouc-Nová Ulice,49.58734722222223,17.24425638888889,0
34405,Zdětín u Prostějova,49.52831194444445,16.987749166666667,0
34412,Olomouc-Smetanovy sady,49.58556777777778,17.25485527777778,0
34414,Ostrava-Kunčice,49.79045083333333,18.29148,0
34424,Ostrava-Bartovice,49.77896777777778,18.340094999999998,0
34434,Ostrava-Svinov,49.82112805555556,18.210304722222222,0
34444,Ostrava-Třebovice,49.842065833333336,18.195733611111113,0
34454,Polanka nad Odrou,49.77858666666667,18.189745,0
34455,Krahulov,49.21525472222223,15.804474444444445,0
34464,Ostravice,49.537754444444445,18.393590833333334,0
34465,Kralice nad Oslavou,49.19243333333333,16.203678055555553,0
34472,Ostružná,50.18360361111111,17.05073527777778,0
34475,Kroměříž,49.30235527777778,17.40289,0
34482,Ramzová,50.193758055555556,17.0635775,0
34485,Bezměrov,49.33204833333334,17.338794166666666,0
34494,Ostravice zastávka,49.55054555555555,18.38032777777778,0
34495,Jarohněvice,49.26305722222222,17.379743333333334,0
34505,Kotojedy,49.283946666666665,17.40343722222222,0
34512,Rapotín zastávka,50.00944388888889,17.031261666666666,0
34514,Paskov,49.73638305555556,18.303271666666667,0
34515,Postoupky,49.320708888888895,17.361600833333334,0
34522,Petrov nad Desnou,50.00075611111111,17.030366388888886,0
34524,Petrovice u Karviné,49.89427194444444,18.549346111111113,0
34532,Rapotín,50.01475555555555,17.0328825,0
34534,Závada,49.897603333333336,18.509350277777777,0
34535,Šelešovice,49.249987777777775,17.363844166666667,0
34542,Velké Losiny,50.031792777777774,17.0426575,0
34544,Polom,49.57427361111112,17.855840833333335,0
34545,Křenovice horní nádraží,49.14347472222222,16.82460222222222,0
34552,Velké Losiny zastávka,50.04005305555555,17.05587888888889,0
34553,Velké Losiny zámek,50.02509583333333,17.03733638888889,0
34554,Bělotín,49.58416861111111,17.798814444444446,0
34555,Hostěrádky-Rešov,49.11983527777778,16.78276861111111,0
34562,Písečná,50.27881333333333,17.25992111111111,0
34565,Zbýšov,49.13267444444445,16.80681638888889,0
34567,Troubelice střed,49.812818888888884,17.076531666666668,0
34572,Česká Ves,50.253078888888886,17.215268333333334,0
34574,Příbor,49.635932777777775,18.142236944444445,0
34575,Křižanov,49.384769444444444,16.080186666666666,0
34582,Hradec-Nová Ves,50.28646333333333,17.273886944444442,0
34584,Ropice (Ropica),49.71232166666667,18.616432500000002,0
34585,Ořechov,49.350300000000004,16.13667277777778,0
34592,Česká Ves bazén,50.260020833333336,17.22818722222222,0
34594,Ropice-Zálesí (Ropica-Zalesie),49.693753611111106,18.596536388888886,0
34595,Kunovice,49.05188722222222,17.470266944444443,0
34603,"Mošnov,Ostrava Airport",49.69336138888889,18.118665555555555,0
34605,Kunovice zastávka,49.038270555555556,17.46106138888889,0
34608,Sedlnice,49.676185555555556,18.089675,0
34614,Skotnice,49.6561325,18.12900777777778,0
34615,Popovice u Uherského Hradiště,49.0464725,17.52680611111111,0
34625,Vésky,49.042831666666665,17.50291222222222,0
34636,Kunovice-Loučka,49.44001194444444,17.818735555555556,0
34642,Osek nad Bečvou,49.51707444444445,17.52365888888889,0
34646,Podhradní Lhota,49.431875,17.79741527777778,0
34652,Prosenice,49.50302444444444,17.48496666666667,0
34655,Kuřim,49.30097416666666,16.53463138888889,0
34662,Přerov,49.447115,17.445299444444444,0
34664,Skrochovice,50.018252777777775,17.777104722222223,0
34665,Česká,49.284280833333334,16.566915277777778,0
34672,Horní Moštěnice,49.41544555555556,17.45247833333333,0
34674,Holasovice,50.000324444444445,17.803908333333332,0
34675,Kyjov,49.016465277777776,17.12297861111111,0
34684,Úvalno,50.04934027777777,17.755016944444446,0
34685,Kyjov zastávka,49.00323,17.123830833333333,0
34694,Studénka,49.70752111111111,18.066474444444445,0
34702,Příkazy,49.63811333333333,17.145201944444445,0
34705,Lednice,48.79416166666667,16.801624166666667,0
34712,Skrbeň,49.63878361111111,17.174753055555556,0
34715,Lednice rybníky,48.78120472222222,16.80328777777778,0
34725,Letovice,49.55609138888889,16.570840277777776,0
34735,Letovice zastávka,49.53517222222222,16.57723861111111,0
34745,Rozhraní,49.602358888888894,16.53215611111111,0
34755,Luhačovice,49.09885861111111,17.751931111111112,0
34765,Biskupice u Luhačovic,49.07703277777778,17.71658861111111,0
34772,Hanušovice Holba,50.0583275,16.923148055555558,0
34775,Polichno,49.068559444444446,17.711243888888887,0
34782,Rožnov pod Radhoštěm,49.46053583333334,18.134550833333332,0
34785,Luka nad Jihlavou,49.369640833333335,15.709813055555555,0
34795,Malý Beranov,49.40239555555556,15.631568611111112,0
34802,Zubří,49.46111888888889,18.09376333333333,0
34804,Suchdol nad Odrou,49.64229972222222,17.93895361111111,0
34805,Bítovčice,49.36296333333333,15.734760833333333,0
34812,Ruda nad Moravou,49.983696944444446,16.88872361111111,0
34814,Hladké Životice místní nádraží,49.67988638888889,17.950824444444443,0
34815,Luleč,49.24856055555556,16.9228625,0
34822,Bartoňov,49.968556944444444,16.87525,0
34824,Jeseník nad Odrou,49.61523527777778,17.901998055555556,0
34825,Lužice,48.82771805555556,17.062372222222223,0
34832,Rýmařov,49.92971194444444,17.28433138888889,0
34837,Městečko Trnávka,49.715205555555556,16.72452222222222,0
34842,Jamartice,49.93407416666666,17.317935833333333,0
34844,Mankovice,49.63576555555556,17.875883055555555,0
34847,Rozstání,49.72846722222222,16.731126944444444,0
34850,Znojmo nemocnice,48.86541416666667,16.048513055555556,0
34852,Velká Štáhle,49.93090333333333,17.352223055555555,0
34854,Štítina,49.912570555555554,18.008628055555555,0
34855,Mikulov na Moravě,48.80201722222222,16.625504166666666,0
34862,Senice na Hané,49.62149,17.099985,0
34864,Mokré Lazce,49.90944944444444,18.030939444444442,0
34865,Březí,48.81276305555555,16.55466388888889,0
34872,Odrlice,49.64351166666667,17.072110833333333,0
34874,Štramberk,49.5829875,18.132516666666668,0
34875,Miroslav,48.93523527777777,16.362522222222225,0
34882,Senice na Hané zastávka,49.63253527777778,17.086633055555556,0
34884,Ženklava,49.564747222222216,18.13091888888889,0
34885,Dolenice,48.9120225,16.367898333333333,0
34892,Sobotín,50.0177025,17.066780277777777,0
34894,Třemešná ve Slezsku,50.19987388888889,17.573796666666667,0
34902,Staré Město pod Sněžníkem,50.162257499999996,16.942059444444446,0
34904,Dívčí Hrad,50.23248777777778,17.644690833333332,0
34907,Mladějov na Moravě,49.82514861111112,16.588195833333334,0
34912,Střeň,49.697516388888886,17.156059166666665,0
34914,Liptaň,50.223554722222225,17.608732222222223,0
34917,Anenská Studánka,49.85456416666667,16.556558333333335,0
34922,Petrov nad Desnou zastávka,50.00517111111111,17.0428575,0
34924,Třinec (Trzyniec),49.68729277777778,18.661879166666665,0
34927,Kunčina,49.796301666666665,16.637831666666667,0
34932,Štěpánov,49.67095805555555,17.22122361111111,0
34934,Třinec-Konská (Trzyniec - KOŃSKA),49.702018333333335,18.64120361111111,0
34937,Trpík,49.84515638888889,16.569563333333335,0
34942,Šternberk,49.720598333333335,17.285885833333335,0
34944,Třinec centrum (Trzyniec Centrum),49.66994972222222,18.681887222222223,0
34945,Modřice,49.133561944444445,16.606181111111113,0
34952,Mladějovice,49.758474166666666,17.235123611111113,0
34955,Moravská Nová Ves,48.799593611111106,17.022163888888887,0
34962,Štarnov,49.68454277777777,17.28494166666667,0
34967,Moravská Třebová,49.766663333333334,16.666290555555555,0
34972,Šumperk,49.961869722222225,16.982878888888887,0
34975,Ostopovice,49.16503611111111,16.54395277777778,0
34976,Brno-Starý Lískovec,49.162245,16.571277777777777,0
34977,Linhartice,49.75194138888889,16.712678333333333,0
34982,Vikýřovice,49.97689333333334,17.013837777777777,0
34984,Veřovice,49.536925,18.133240555555556,0
34985,Moravské Bránice,49.08510916666667,16.428978333333333,0
34992,Teplice nad Bečvou,49.530008333333335,17.748485555555558,0
34995,Ivančice letovisko,49.09471361111111,16.402090277777777,0
35004,Vítkov,49.77422166666667,17.747393055555555,0
35005,Moravské Budějovice,49.05757388888889,15.809225000000001,0
35012,Nová Hradečná,49.835435555555556,17.072266111111112,0
35014,Čermná ve Slezsku,49.78811388888889,17.709460277777776,0
